Vehicle,Season,Weekday,Hour of Day,Trip Elapsed Minutes,Outside Temp,Inside Temp,Left Temp Change,Wind Level Change,Weather - Type,Weather - Temp,Weather - Wind Speed,Weather - Humidity,Power Mode,Heading,Fuel,Avg. Speed,Avg. RPM,Left Temp Class,Left Temp,Wind Level,Wind Pattern
58009,Fall,False,13.52,12.7,29,36,0.0,0.0,,,,,2.0,14.0,42.336,46.8,1437.22,Conventional,20.0,4.0,facefoot
58009,Fall,False,15.85,64.65,29,27,0.0,0.0,,,,,2.0,221.0,31.36,25.88,1285.87,Conventional,20.0,4.0,facefoot
58009,Fall,False,8.9,1.58,20,32,0.0,0.0,,,,,2.0,17.0,25.088,30.43,1323.33,Conventional,20.0,4.0,facefoot
58009,Fall,False,9.97,40.4,28,29,0.0,0.0,,,,,2.0,194.0,18.816,39.78,1371.56,Conventional,20.0,4.0,facefoot
58009,Fall,False,11.13,20.43,28,29,0.0,2.0,,,,,2.0,206.0,16.072,0.43,963.3,Conventional,20.0,3.0,facefoot
58009,Fall,False,12.28,20.78,28,31,0.0,0.0,,,,,2.0,107.0,14.896,24.6,1394.5,Conventional,20.0,3.0,facefoot
58009,Fall,True,15.15,4.43,24,29,0.0,0.0,,,,,2.0,102.0,43.12,24.2,1390.25,Conventional,20.0,3.0,facefoot
58009,Fall,True,15.92,2.3,24,29,0.0,0.0,,,,,2.0,204.0,41.944,11.5,1195.75,Conventional,20.0,3.0,facefoot
58009,Fall,True,7.75,0.23,23,24,0.0,0.0,,,,,2.0,216.0,36.064,0.0,1198.0,Conventional,20.0,3.0,facefoot
58009,Fall,True,7.78,2.5,23,25,0.0,0.0,,,,,2.0,216.0,36.064,0.0,865.09,Conventional,20.0,3.0,facefoot
58009,Fall,True,8.12,22.37,23,27,-5.0,0.0,,,,,2.0,17.0,34.888,13.78,1126.69,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,8.28,32.73,23,28,0.0,0.0,,,,,2.0,98.0,34.104,32.26,1295.83,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,10.65,17.22,23,29,0.0,0.0,,,,,2.0,194.0,30.968,47.88,1375.06,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,17.73,9.0,23,28,0.0,0.0,,,,,2.0,3.0,27.44,17.09,1074.67,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,17.83,14.93,23,29,0.0,0.0,,,,,2.0,319.0,27.048,28.48,1387.58,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,17.52,0.22,22,31,0.0,0.0,212.0,23.0,4.0,92.0,2.0,275.0,36.456,47.1,1220.0,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,18.13,0.08,22,31,0.0,0.0,212.0,23.0,4.0,92.0,2.0,215.0,36.064,0.0,931.5,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,20.95,5.03,24,27,0.0,0.0,212.0,24.0,4.0,94.0,2.0,107.0,82.712,4.69,981.73,Aggressive Cooling,,3.0,facefoot
58009,Fall,True,21.08,13.33,23,28,0.0,-1.0,212.0,23.0,4.0,96.0,2.0,172.0,80.752,4.86,930.96,Aggressive Cooling,,2.0,facefoot
58009,Fall,False,9.9,1.28,20,29,0.0,0.0,212.0,20.0,5.0,96.0,2.0,134.0,75.264,0.0,796.5,Conventional,23.0,2.0,facefoot
