Vehicle,Season,Weekday,Hour of Day,Trip Elapsed Minutes,Outside Temp,Inside Temp,Left Temp Change,Wind Level Change,Weather - Type,Weather - Temp,Weather - Wind Speed,Weather - Humidity,Power Mode,Heading,Fuel,Avg. Speed,Avg. RPM,Left Temp Class,Left Temp,Wind Level,Wind Pattern
55122,Summer,True,7.35,5.4,28,29,0.0,-1.0,,,,,2.0,248.0,88.984,11.3,1305.83,Conventional,24.0,2.0,foot
55122,Summer,True,17.58,1.55,32,46,0.0,2.0,,,,,2.0,180.0,74.48,19.94,1294.0,Conventional,24.0,4.0,foot
55122,Summer,True,7.33,4.37,26,27,0.0,-1.0,,,,,2.0,251.0,61.152,17.88,1339.1,Conventional,24.0,2.0,foot
55122,Summer,True,7.4,8.07,26,26,0.0,-1.0,,,,,2.0,164.0,60.368,17.46,1260.94,Conventional,24.0,1.0,foot
55122,Summer,True,9.92,4.88,27,36,0.0,4.0,,,,,2.0,85.0,46.256,45.82,1382.76,Conventional,24.0,5.0,foot
55122,Summer,True,9.98,8.7,27,35,0.0,-2.0,,,,,2.0,0.0,45.864,36.5,1299.47,Conventional,24.0,3.0,foot
55122,Summer,True,13.22,2.45,27,45,0.0,2.0,,,,,2.0,165.0,43.904,17.51,1162.29,Conventional,24.0,6.0,foot
55122,Summer,True,13.33,9.45,27,41,0.0,-3.0,,,,,2.0,43.0,41.552,26.04,1252.32,Conventional,24.0,3.0,foot
55122,Summer,True,18.07,3.57,27,33,0.0,-1.0,,,,,2.0,148.0,42.728,33.01,1330.8,Conventional,24.0,2.0,foot
55122,Summer,True,18.35,20.75,28,30,0.0,-1.0,,,,,2.0,86.0,38.416,56.74,1545.14,Conventional,24.0,1.0,foot
55122,Summer,False,8.18,2.18,29,31,0.0,2.0,,,,,2.0,349.0,30.184,14.4,1267.0,Conventional,24.0,3.0,foot
55122,Summer,False,8.25,5.57,28,30,0.0,-1.0,,,,,2.0,145.0,29.792,25.71,1264.86,Conventional,24.0,2.0,foot
55122,Summer,False,11.67,0.67,28,48,0.0,4.0,,,,,2.0,326.0,27.832,0.0,941.75,Conventional,24.0,6.0,foot
55122,Summer,False,11.7,3.55,28,46,0.0,2.0,,,,,2.0,169.0,28.224,0.55,967.27,Conventional,24.0,8.0,foot
55122,Summer,False,11.75,6.02,28,45,0.0,0.0,,,,,2.0,176.0,28.616,0.66,985.5,Conventional,24.0,8.0,foot
55122,Summer,False,11.85,11.88,28,40,0.0,-4.0,,,,,2.0,263.0,25.48,18.24,1174.57,Conventional,24.0,4.0,foot
55122,Summer,False,15.88,16.97,29,34,0.0,-1.0,,,,,2.0,73.0,20.384,9.08,1117.17,Conventional,24.0,3.0,foot
55122,Summer,False,16.23,6.57,31,32,0.0,-1.0,,,,,2.0,28.0,14.896,31.81,1319.48,Conventional,24.0,2.0,foot
55122,Summer,False,19.72,8.75,28,29,0.0,-1.0,,,,,2.0,232.0,95.256,30.84,1267.67,Conventional,24.0,1.0,foot
55122,Summer,True,7.32,11.62,20,24,0.0,0.0,,,,,2.0,157.0,43.512,12.0,1121.75,Conventional,24.0,1.0,foot
55122,Summer,True,7.38,14.98,20,24,0.0,0.0,,,,,2.0,242.0,43.512,18.65,1120.1,Conventional,24.0,1.0,foot
55122,Summer,True,7.83,42.15,20,24,-1.0,0.0,,,,,2.0,260.0,38.808,73.84,1521.76,Conventional,23.0,1.0,foot
55122,Summer,True,7.93,48.47,20,24,-2.0,0.0,,,,,2.0,276.0,38.808,38.48,1262.53,Conventional,21.0,1.0,foot
55122,Summer,True,17.78,23.27,29,29,-3.0,0.0,,,,,2.0,86.0,43.904,67.43,1623.05,Conventional,18.0,1.0,foot
55122,Summer,False,11.8,1.98,26,36,0.0,3.0,,,,,2.0,353.0,32.536,0.03,958.5,Conventional,18.0,4.0,foot
55122,Summer,False,12.02,15.43,26,31,0.0,-1.0,,,,,2.0,248.0,31.36,31.0,1315.37,Conventional,18.0,3.0,foot
55122,Summer,False,10.78,16.27,25,27,0.0,0.0,,,,,2.0,24.0,29.4,22.28,1231.41,Conventional,18.0,1.0,foot
55122,Summer,True,7.1,0.23,23,22,0.0,0.0,,,,,2.0,160.0,23.912,0.0,1237.0,Conventional,18.0,1.0,foot
55122,Summer,True,7.17,4.55,23,23,2.0,0.0,,,,,2.0,250.0,22.736,13.44,1103.2,Conventional,20.0,1.0,foot
55122,Summer,True,7.2,2.9,24,25,0.0,0.0,,,,,2.0,291.0,3.528,9.9,1242.63,Conventional,20.0,1.0,foot
55122,Summer,True,7.42,0.8,23,24,0.0,1.0,,,,,2.0,340.0,36.848,0.0,1103.0,Conventional,20.0,2.0,foot
55122,Summer,True,11.53,18.17,22,29,0.0,0.0,,,,,2.0,304.0,27.44,19.31,1264.57,Conventional,20.0,1.0,foot
55122,Summer,True,12.23,59.75,22,27,0.0,0.0,,,,,2.0,276.0,24.304,20.81,1225.1,Conventional,20.0,1.0,foot
55122,Summer,True,12.72,88.72,19,28,0.0,0.0,,,,,2.0,83.0,19.208,98.35,1881.5,Conventional,20.0,1.0,foot
55122,Summer,True,17.1,26.03,23,28,0.0,0.0,,,,,2.0,87.0,14.504,92.44,1709.92,Conventional,20.0,1.0,foot
